Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Shipping_lead_time,Region_Route,State_Route,efficiency_score
1035,US-2021-131002-CHO-FUD-51000,2024-07-09,2027-03-05,Second Class,131002,United States,Tulsa,Oklahoma,74133,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,969.0,Factory->Interior,Factory->Oklahoma,0.7366863905325444
1036,US-2021-105165-CHO-FUD-51000,2024-07-09,2027-03-03,First Class,105165,United States,Houston,Texas,77036,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,967.0,Factory->Interior,Factory->Texas,0.7381656804733728
1037,US-2021-100006-CHO-TRI-54000,2024-07-09,2027-03-06,Standard Class,100006,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,970.0,Factory->Atlantic,Factory->New York,0.7359467455621302
1038,US-2021-122882-CHO-TRI-54000,2024-07-09,2027-03-06,Standard Class,122882,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,970.0,Factory->Atlantic,Factory->Pennsylvania,0.7359467455621302
1039,US-2021-107818-CHO-FUD-51000,2024-08-09,2027-03-07,Standard Class,107818,United States,Pasco,Washington,99301,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,940.0,Factory->Pacific,Factory->Washington,0.7581360946745562
1040,US-2021-139892-CHO-MIL-31000,2024-08-09,2027-03-05,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,938.0,Factory->Interior,Factory->Texas,0.7596153846153847
1041,US-2021-146283-CHO-MIL-31000,2024-08-09,2027-03-08,Standard Class,146283,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,941.0,Factory->Interior,Factory->Texas,0.757396449704142
1042,US-2021-146815-CHO-MIL-31000,2024-08-09,2027-03-06,Standard Class,146815,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,939.0,Factory->Atlantic,Factory->New York,0.7588757396449705
1043,US-2021-123127-CHO-SCR-58000,2024-08-09,2027-03-05,Standard Class,123127,United States,Long Beach,New York,11561,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,938.0,Factory->Atlantic,Factory->New York,0.7596153846153847
1044,US-2021-139892-CHO-SCR-58000,2024-08-09,2027-03-05,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,938.0,Factory->Interior,Factory->Texas,0.7596153846153847
1045,US-2021-168592-CHO-NUT-13000,2024-08-09,2027-03-07,Standard Class,168592,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,940.0,Factory->Pacific,Factory->California,0.7581360946745562
1046,US-2021-107818-CHO-MIL-31000,2024-08-09,2027-03-07,Standard Class,107818,United States,Pasco,Washington,99301,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,940.0,Factory->Pacific,Factory->Washington,0.7581360946745562
1047,US-2021-139892-CHO-SCR-58000,2024-08-09,2027-03-05,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,938.0,Factory->Interior,Factory->Texas,0.7596153846153847
1048,US-2021-107818-CHO-NUT-13000,2024-08-09,2027-03-07,Standard Class,107818,United States,Pasco,Washington,99301,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,940.0,Factory->Pacific,Factory->Washington,0.7581360946745562
1049,US-2021-146815-CHO-SCR-58000,2024-08-09,2027-03-06,Standard Class,146815,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,939.0,Factory->Atlantic,Factory->New York,0.7588757396449705
1050,US-2021-139892-CHO-NUT-13000,2024-08-09,2027-03-05,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,938.0,Factory->Interior,Factory->Texas,0.7596153846153847
1051,US-2021-140032-CHO-SCR-58000,2024-08-09,2027-03-06,Standard Class,140032,United States,San Francisco,California,94109,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,939.0,Factory->Pacific,Factory->California,0.7588757396449705
1052,US-2021-115987-CHO-MIL-31000,2024-08-09,2027-03-06,Second Class,115987,United States,Tyler,Texas,75701,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,939.0,Factory->Interior,Factory->Texas,0.7588757396449705
1053,US-2021-128839-CHO-TRI-54000,2024-08-09,2027-03-06,Standard Class,128839,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,939.0,Factory->Gulf,Factory->Virginia,0.7588757396449705
1054,US-2021-168592-CHO-FUD-51000,2024-08-09,2027-03-07,Standard Class,168592,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,940.0,Factory->Pacific,Factory->California,0.7581360946745562
1055,US-2021-146283-CHO-NUT-13000,2024-08-09,2027-03-08,Standard Class,146283,United States,Houston,Texas,77036,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,941.0,Factory->Interior,Factory->Texas,0.757396449704142
1056,US-2021-146283-CHO-SCR-58000,2024-08-09,2027-03-08,Standard Class,146283,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,941.0,Factory->Interior,Factory->Texas,0.757396449704142
1057,US-2021-107818-CHO-TRI-54000,2024-08-09,2027-03-07,Standard Class,107818,United States,Pasco,Washington,99301,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,940.0,Factory->Pacific,Factory->Washington,0.7581360946745562
1058,US-2021-139892-CHO-NUT-13000,2024-08-09,2027-03-05,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,938.0,Factory->Interior,Factory->Texas,0.7596153846153847
1059,US-2021-168592-CHO-MIL-31000,2024-08-09,2027-03-07,Standard Class,168592,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,940.0,Factory->Pacific,Factory->California,0.7581360946745562
1060,US-2021-163293-CHO-NUT-13000,2024-08-09,2027-03-04,First Class,163293,United States,Macon,Georgia,31204,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,937.0,Factory->Gulf,Factory->Georgia,0.7603550295857988
1061,US-2021-132500-CHO-NUT-13000,2024-08-09,2027-03-05,Standard Class,132500,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,938.0,Factory->Pacific,Factory->California,0.7596153846153847
1062,US-2021-163293-CHO-MIL-31000,2024-08-09,2027-03-04,First Class,163293,United States,Macon,Georgia,31204,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,937.0,Factory->Gulf,Factory->Georgia,0.7603550295857988
1063,US-2021-128839-CHO-MIL-31000,2024-08-09,2027-03-06,Standard Class,128839,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,939.0,Factory->Gulf,Factory->Virginia,0.7588757396449705
1064,US-2021-139892-CHO-SCR-58000,2024-08-09,2027-03-05,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,28.8,8,20.0,8.8,938.0,Factory->Interior,Factory->Texas,0.7596153846153847
1065,US-2021-139892-CHO-NUT-13000,2024-08-09,2027-03-05,Standard Class,139892,United States,San Antonio,Texas,78207,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,938.0,Factory->Interior,Factory->Texas,0.7596153846153847
1066,US-2021-126403-CHO-SCR-58000,2024-09-09,2027-03-05,Second Class,126403,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,907.0,Factory->Atlantic,Factory->Massachusetts,0.7825443786982249
1067,US-2021-102869-CHO-FUD-51000,2024-09-09,2027-03-07,Second Class,102869,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,909.0,Factory->Atlantic,Factory->Pennsylvania,0.7810650887573964
1068,US-2021-131870-CHO-SCR-58000,2024-09-09,2027-03-04,First Class,131870,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,906.0,Factory->Atlantic,Factory->Ohio,0.783284023668639
1069,US-2021-131870-CHO-MIL-31000,2024-09-09,2027-03-04,First Class,131870,United States,Lancaster,Ohio,43130,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,906.0,Factory->Atlantic,Factory->Ohio,0.783284023668639
1070,US-2021-144407-CHO-FUD-51000,2024-09-09,2027-03-08,Standard Class,144407,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,910.0,Factory->Interior,Factory->Michigan,0.7803254437869823
1071,US-2021-102869-CHO-TRI-54000,2024-09-09,2027-03-07,Second Class,102869,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,909.0,Factory->Atlantic,Factory->Pennsylvania,0.7810650887573964
1072,US-2021-126403-CHO-MIL-31000,2024-09-09,2027-03-05,Second Class,126403,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,907.0,Factory->Atlantic,Factory->Massachusetts,0.7825443786982249
1073,US-2021-103527-CHO-SCR-58000,2024-09-09,2027-03-07,Second Class,103527,United States,Chicago,Illinois,60653,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,909.0,Factory->Interior,Factory->Illinois,0.7810650887573964
1074,US-2021-126403-CHO-FUD-51000,2024-09-09,2027-03-05,Second Class,126403,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,907.0,Factory->Atlantic,Factory->Massachusetts,0.7825443786982249
1075,US-2021-126403-CHO-NUT-13000,2024-09-09,2027-03-05,Second Class,126403,United States,Lowell,Massachusetts,1852,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,907.0,Factory->Atlantic,Factory->Massachusetts,0.7825443786982249
1076,US-2021-102869-CHO-FUD-51000,2024-09-09,2027-03-07,Second Class,102869,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,909.0,Factory->Atlantic,Factory->Pennsylvania,0.7810650887573964
1077,US-2021-115196-CHO-MIL-31000,2024-09-09,2027-03-06,Standard Class,115196,United States,Greenville,North Carolina,27834,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,908.0,Factory->Gulf,Factory->North Carolina,0.7818047337278107
1078,US-2021-102869-CHO-FUD-51000,2024-09-09,2027-03-07,Second Class,102869,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,909.0,Factory->Atlantic,Factory->Pennsylvania,0.7810650887573964
1079,US-2021-125731-CHO-NUT-13000,2024-10-09,2027-03-09,Standard Class,125731,United States,Gresham,Oregon,97030,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,881.0,Factory->Pacific,Factory->Oregon,0.8017751479289941
1080,US-2021-113383-CHO-NUT-13000,2024-10-09,2027-03-06,First Class,113383,United States,Clifton,New Jersey,7011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,878.0,Factory->Atlantic,Factory->New Jersey,0.8039940828402368
1081,US-2021-113383-CHO-FUD-51000,2024-10-09,2027-03-06,First Class,113383,United States,Clifton,New Jersey,7011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,878.0,Factory->Atlantic,Factory->New Jersey,0.8039940828402368
1082,US-2021-138835-CHO-FUD-51000,2024-10-09,2027-03-07,Standard Class,138835,United States,Virginia Beach,Virginia,23464,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,879.0,Factory->Gulf,Factory->Virginia,0.8032544378698225
1083,US-2021-125731-CHO-SCR-58000,2024-10-09,2027-03-09,Standard Class,125731,United States,Gresham,Oregon,97030,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,881.0,Factory->Pacific,Factory->Oregon,0.8017751479289941
1084,CA-2021-126438-CHO-TRI-54000,2024-10-09,2027-03-06,First Class,126438,Canada,Montreal,Quebec,H1C,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,878.0,Factory->Atlantic,Factory->Quebec,0.8039940828402368
1085,US-2021-112837-CHO-SCR-58000,2024-11-09,2027-03-09,Standard Class,112837,United States,Oxnard,California,93030,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,850.0,Factory->Pacific,Factory->California,0.8247041420118344
1086,US-2021-116246-CHO-TRI-54000,2024-12-09,2027-03-10,Second Class,116246,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,821.0,Factory->Atlantic,Factory->New York,0.8461538461538461
1087,US-2021-119081-CHO-TRI-54000,2024-12-09,2027-03-12,Standard Class,119081,United States,Olathe,Kansas,66062,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,823.0,Factory->Interior,Factory->Kansas,0.8446745562130178
1088,US-2021-138527-CHO-SCR-58000,2024-12-09,2027-03-10,Standard Class,138527,United States,Cary,North Carolina,27511,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,821.0,Factory->Gulf,Factory->North Carolina,0.8461538461538461
1089,US-2021-103702-CHO-TRI-54000,2024-12-09,2027-03-10,Standard Class,103702,United States,Fairfield,Ohio,45014,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,821.0,Factory->Atlantic,Factory->Ohio,0.8461538461538461
1090,US-2021-150924-CHO-SCR-58000,2024-12-09,2027-03-09,Second Class,150924,United States,Houston,Texas,77070,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,820.0,Factory->Interior,Factory->Texas,0.8468934911242604
1091,US-2021-119081-CHO-TRI-54000,2024-12-09,2027-03-12,Standard Class,119081,United States,Olathe,Kansas,66062,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,823.0,Factory->Interior,Factory->Kansas,0.8446745562130178
1092,US-2021-138527-CHO-NUT-13000,2024-12-09,2027-03-10,Standard Class,138527,United States,Cary,North Carolina,27511,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,821.0,Factory->Gulf,Factory->North Carolina,0.8461538461538461
1093,US-2021-119081-CHO-SCR-58000,2024-12-09,2027-03-12,Standard Class,119081,United States,Olathe,Kansas,66062,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,823.0,Factory->Interior,Factory->Kansas,0.8446745562130178
1094,US-2021-119081-CHO-FUD-51000,2024-12-09,2027-03-12,Standard Class,119081,United States,Olathe,Kansas,66062,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,823.0,Factory->Interior,Factory->Kansas,0.8446745562130178
1095,US-2021-138527-CHO-MIL-31000,2024-12-09,2027-03-10,Standard Class,138527,United States,Cary,North Carolina,27511,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,821.0,Factory->Gulf,Factory->North Carolina,0.8461538461538461
1096,US-2021-101476-CHO-MIL-31000,2024-12-09,2027-03-06,First Class,101476,United States,New Rochelle,New York,10801,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,817.0,Factory->Atlantic,Factory->New York,0.849112426035503
1267,US-2021-132745-CHO-TRI-54000,2024-01-10,2027-03-28,Standard Class,132745,United States,Reno,Nevada,89502,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1173.0,Factory->Pacific,Factory->Nevada,0.5857988165680473
1268,US-2021-108189-OTH-LIC-15000,2024-02-10,2027-03-28,First Class,108189,United States,Tempe,Arizona,85281,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,120.0,6,60.0,60.0,1142.0,Factory->Pacific,Factory->Arizona,0.6087278106508877
1269,US-2021-108189-CHO-NUT-13000,2024-02-10,2027-03-28,First Class,108189,United States,Tempe,Arizona,85281,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1142.0,Factory->Pacific,Factory->Arizona,0.6087278106508877
1270,US-2021-108189-CHO-NUT-13000,2024-02-10,2027-03-28,First Class,108189,United States,Tempe,Arizona,85281,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1142.0,Factory->Pacific,Factory->Arizona,0.6087278106508877
1271,US-2021-108189-CHO-MIL-31000,2024-02-10,2027-03-28,First Class,108189,United States,Tempe,Arizona,85281,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1142.0,Factory->Pacific,Factory->Arizona,0.6087278106508877
1272,US-2021-108189-CHO-NUT-13000,2024-02-10,2027-03-28,First Class,108189,United States,Tempe,Arizona,85281,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1142.0,Factory->Pacific,Factory->Arizona,0.6087278106508877
1273,US-2021-108189-CHO-MIL-31000,2024-02-10,2027-03-28,First Class,108189,United States,Tempe,Arizona,85281,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1142.0,Factory->Pacific,Factory->Arizona,0.6087278106508877
1274,US-2021-108189-CHO-TRI-54000,2024-02-10,2027-03-28,First Class,108189,United States,Tempe,Arizona,85281,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1142.0,Factory->Pacific,Factory->Arizona,0.6087278106508877
1275,US-2021-157882-CHO-SCR-58000,2024-03-10,2027-03-31,Second Class,157882,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1116.0,Factory->Pacific,Factory->California,0.6279585798816568
1276,US-2021-153976-CHO-NUT-13000,2024-03-10,2027-03-31,Second Class,153976,United States,Evanston,Illinois,60201,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1116.0,Factory->Interior,Factory->Illinois,0.6279585798816568
1277,US-2021-120775-CHO-SCR-58000,2024-03-10,2027-03-30,Standard Class,120775,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1115.0,Factory->Interior,Factory->Texas,0.628698224852071
1278,US-2021-157882-CHO-SCR-58000,2024-03-10,2027-03-31,Second Class,157882,United States,Los Angeles,California,90036,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1116.0,Factory->Pacific,Factory->California,0.6279585798816568
1279,US-2021-155817-CHO-FUD-51000,2024-03-10,2027-04-01,Standard Class,155817,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1117.0,Factory->Gulf,Factory->North Carolina,0.6272189349112426
1280,US-2021-108903-CHO-TRI-54000,2024-03-10,2027-03-26,Same Day,108903,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1111.0,Factory->Atlantic,Factory->Ohio,0.6316568047337279
1281,US-2021-120775-CHO-TRI-54000,2024-03-10,2027-03-30,Standard Class,120775,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1115.0,Factory->Interior,Factory->Texas,0.628698224852071
1282,US-2021-108903-CHO-SCR-58000,2024-03-10,2027-03-26,Same Day,108903,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1111.0,Factory->Atlantic,Factory->Ohio,0.6316568047337279
1283,US-2021-120775-CHO-TRI-54000,2024-03-10,2027-03-30,Standard Class,120775,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1115.0,Factory->Interior,Factory->Texas,0.628698224852071
1284,US-2021-120775-CHO-TRI-54000,2024-03-10,2027-03-30,Standard Class,120775,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1115.0,Factory->Interior,Factory->Texas,0.628698224852071
1285,US-2021-120775-CHO-NUT-13000,2024-03-10,2027-03-30,Standard Class,120775,United States,Dallas,Texas,75217,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1115.0,Factory->Interior,Factory->Texas,0.628698224852071
1286,US-2021-155817-CHO-MIL-31000,2024-03-10,2027-04-01,Standard Class,155817,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1117.0,Factory->Gulf,Factory->North Carolina,0.6272189349112426
1287,US-2021-108903-CHO-SCR-58000,2024-03-10,2027-03-26,Same Day,108903,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1111.0,Factory->Atlantic,Factory->Ohio,0.6316568047337279
1288,US-2021-166891-CHO-SCR-58000,2024-04-10,2027-03-29,First Class,166891,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1083.0,Factory->Atlantic,Factory->New York,0.6523668639053255
1289,US-2021-153479-CHO-FUD-51000,2024-04-10,2027-03-31,Standard Class,153479,United States,Vallejo,California,94591,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1085.0,Factory->Pacific,Factory->California,0.650887573964497
1290,US-2021-102085-CHO-FUD-51000,2024-04-10,2027-04-01,Standard Class,102085,United States,Seattle,Washington,98115,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1086.0,Factory->Pacific,Factory->Washington,0.6501479289940829
1291,US-2021-153479-CHO-TRI-54000,2024-04-10,2027-03-31,Standard Class,153479,United States,Vallejo,California,94591,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1085.0,Factory->Pacific,Factory->California,0.650887573964497
1292,US-2021-152422-CHO-SCR-58000,2024-05-10,2027-04-02,Second Class,152422,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1057.0,Factory->Atlantic,Factory->Ohio,0.6715976331360947
1293,US-2021-152233-CHO-SCR-58000,2024-05-10,2027-03-29,First Class,152233,United States,Pomona,California,91767,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1053.0,Factory->Pacific,Factory->California,0.6745562130177515
1294,CA-2021-131807-CHO-MIL-31000,2024-05-10,2027-04-02,Standard Class,131807,Canada,Calgary,Alberta,T1Y,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1057.0,Factory->Pacific,Factory->Alberta,0.6715976331360947
1295,CA-2021-131807-CHO-FUD-51000,2024-05-10,2027-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1057.0,Factory->Pacific,Factory->Alberta,0.6715976331360947
1296,CA-2021-131807-CHO-SCR-58000,2024-05-10,2027-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1057.0,Factory->Pacific,Factory->Alberta,0.6715976331360947
1297,CA-2021-131807-CHO-TRI-54000,2024-05-10,2027-04-02,Standard Class,131807,Canada,Edmonton,Alberta,T5A,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1057.0,Factory->Pacific,Factory->Alberta,0.6715976331360947
1298,CA-2021-131807-OTH-LIC-15000,2024-05-10,2027-04-02,Standard Class,131807,Canada,Calgary,Alberta,T1Y,Other,Pacific,OTH-LIC-15000,Lickable Wallpaper,100.0,5,50.0,50.0,1057.0,Factory->Pacific,Factory->Alberta,0.6715976331360947
